# ----------------------------------------
# engeki.kansolink.com/
# ページ
# 20160124-20160130
# ----------------------------------------

ページ,ページビュー数,ページ別訪問数,平均ページ滞在時間,閲覧開始数,直帰率,離脱率,ページの価値
/review/tamadakikaku.html,12,10,00:00:29,8,87.50%,75.00%,￥0
/people/kumabayashihirotaka.html,11,8,00:00:35,8,87.50%,72.73%,￥0
/people/pnakagawaaki.html,11,1,00:00:42,1,0.00%,9.09%,￥0
/people/pshatnar.html,11,8,00:00:12,7,85.71%,72.73%,￥0
/review/chocoratecake.html,11,6,00:00:49,5,60.00%,45.45%,￥0
/review/wawaf.html,11,8,00:00:18,6,33.33%,63.64%,￥0
/shows/cube8.html,11,2,00:00:47,2,0.00%,18.18%,￥0
/shows/shinkokuritu84.html,11,3,00:00:53,3,0.00%,18.18%,￥0
/people/ptsutsumishinichi.html,10,4,00:00:24,4,0.00%,20.00%,￥0
/people/pyamamotokoji.html,10,7,00:00:29,7,85.71%,70.00%,￥0
/review/shinkokuritu.html,10,9,00:00:07,5,20.00%,50.00%,￥0
/people/pnakamuratomoya.html,9,6,00:00:08,4,50.00%,44.44%,￥0
/people/ptuka.html,9,8,00:00:22,7,57.14%,55.56%,￥0
/people/puchinomasaaki.html,9,2,00:00:40,2,0.00%,22.22%,￥0
/review/hoshikuzunokai.html,9,5,00:00:46,5,60.00%,55.56%,￥0
/shows/mono15.html,9,4,00:00:36,4,25.00%,44.44%,￥0
/shows/shikagoroshi25.html,9,6,00:00:15,4,75.00%,55.56%,￥0
/people/pfurukawa.html,8,2,00:00:19,2,0.00%,25.00%,￥0
/people/pohtsuka.html,8,6,00:03:20,5,60.00%,75.00%,￥0
/review/mikinokai.html,8,4,00:01:28,4,50.00%,50.00%,￥0
/shows/haibai28.html,8,3,00:01:15,2,100.00%,25.00%,￥0
/shows/parco145.html,8,7,00:03:35,5,60.00%,50.00%,￥0
/shows/toho48.html,8,1,00:04:30,1,0.00%,12.50%,￥0
/theater/tparco.html,8,3,00:01:29,0,0.00%,12.50%,￥0
/people/pfukushima.html,7,4,00:00:04,4,50.00%,57.14%,￥0
/people/pkokubohisato.html,7,1,00:00:22,1,0.00%,14.29%,￥0
/people/pshimadakaho.html,7,1,00:00:12,1,0.00%,14.29%,￥0
/people/puesugi.html,7,1,00:00:05,1,0.00%,0.00%,￥0
/review/bannoglobe.html,7,5,00:01:40,5,60.00%,71.43%,￥0
/shows/shinkokuritu20.html,7,1,00:00:15,1,0.00%,14.29%,￥0
/shows/toho146.html,7,6,00:00:14,2,100.00%,42.86%,￥0
/people/pkiuchi.html,6,5,00:00:31,5,80.00%,83.33%,￥0
/people/pnashizawaeiko.html,6,3,00:00:39,3,0.00%,50.00%,￥0
/people/ptakeuchijuichiro.html,6,3,00:00:25,3,0.00%,50.00%,￥0
/people/ptamura.html,6,3,00:00:13,3,33.33%,33.33%,￥0
/review/haibai.html,6,3,00:01:10,2,100.00%,50.00%,￥0
/review/hybridhaizi.html,6,2,00:00:29,2,0.00%,16.67%,￥0
/review/jien.html,6,2,00:00:14,1,0.00%,0.00%,￥0
/review/kasai.html,6,3,00:00:28,3,66.67%,50.00%,￥0
/review/subaru.html,6,3,00:00:30,2,50.00%,50.00%,￥0
/review/toho.html,6,6,00:00:00,6,100.00%,100.00%,￥0
/review/tokyoibonu.html,6,2,00:02:14,2,0.00%,16.67%,￥0
/seasons/201512.html,6,6,00:00:51,0,0.00%,16.67%,￥0
/shows/chugokuzatugi1.html,6,6,00:00:42,6,83.33%,83.33%,￥0
/shows/kitakyushu20.html,6,4,00:00:28,2,0.00%,50.00%,￥0
/shows/parco7.html,6,1,00:00:42,0,0.00%,0.00%,￥0
/shows/shinkokuritu39.html,6,1,00:01:08,1,0.00%,16.67%,￥0
/shows/takenaka6.html,6,3,00:00:41,3,33.33%,50.00%,￥0
/list/companyindexfu.html,5,4,00:00:29,0,0.00%,0.00%,￥0
/people/pmizunuma.html,5,1,00:00:10,1,0.00%,20.00%,￥0
/people/pmorishintaro.html,5,1,00:00:27,1,0.00%,0.00%,￥0
/people/pnagai.html,5,3,00:01:04,3,0.00%,40.00%,￥0
/people/pnagataikue.html,5,1,00:01:26,1,0.00%,20.00%,￥0
/review/buriki.html,5,1,00:00:11,1,0.00%,20.00%,￥0
/review/chelfitsch.html,5,3,00:00:47,2,0.00%,60.00%,￥0
/review/dainanabyoutou.html,5,3,00:02:19,3,33.33%,60.00%,￥0
/review/mingei.html,5,4,00:00:13,4,75.00%,80.00%,￥0
/review/nodamap.html,5,2,00:00:56,1,0.00%,20.00%,￥0
/review/siroyagi.html,5,3,00:00:35,3,33.33%,40.00%,￥0
/review/torikoroll.html,5,3,00:04:12,3,33.33%,60.00%,￥0
/review/toyokikaku.html,5,5,00:00:10,5,20.00%,20.00%,￥0
/shows/cocoon101.html,5,4,00:00:22,0,0.00%,40.00%,￥0
/shows/ims2.html,5,4,00:01:23,3,100.00%,60.00%,￥0
/shows/napos1.html,5,3,00:00:23,0,0.00%,0.00%,￥0
/shows/nelke22.html,5,2,00:00:34,1,100.00%,20.00%,￥0
/shows/patch3.html,5,3,00:00:48,2,50.00%,60.00%,￥0
/shows/public90.html,5,3,00:00:11,1,0.00%,20.00%,￥0
/shows/rainichi61.html,5,3,00:08:00,3,33.33%,40.00%,￥0
/shows/saitamanext6.html,5,3,00:00:02,2,100.00%,40.00%,￥0
/shows/sis48.html,5,4,00:01:54,0,0.00%,0.00%,￥0
/shows/spac49.html,5,5,00:00:00,4,100.00%,100.00%,￥0
/shows/tokyoichikumi1.html,5,2,00:00:22,0,0.00%,20.00%,￥0
/shows/yukisya5.html,5,2,00:00:49,2,50.00%,40.00%,￥0
/shows/yukisya9.html,5,3,00:00:46,3,66.67%,60.00%,￥0
/list/companyindexno.html,4,1,00:00:29,0,0.00%,0.00%,￥0
/list/companyindexshi.html,4,2,00:01:03,0,0.00%,0.00%,￥0
/list/showindexo.html,4,3,00:00:19,1,100.00%,25.00%,￥0
/list/theaterindexha.html,4,2,00:00:02,0,0.00%,0.00%,￥0
/people/pmiyoshi.html,4,4,00:00:10,4,50.00%,50.00%,￥0
/people/pramo.html,4,1,00:00:43,1,0.00%,25.00%,￥0
/people/ptakahashichoei.html,4,2,00:00:10,2,0.00%,50.00%,￥0
/people/ptsujisawaayaka.html,4,2,00:00:15,2,0.00%,50.00%,￥0
/review/convoy.html,4,2,00:00:22,2,0.00%,50.00%,￥0
/review/dairokkan.html,4,1,00:01:31,1,0.00%,25.00%,￥0
/review/hiho.html,4,3,00:00:21,2,50.00%,50.00%,￥0
/review/idebian.html,4,1,00:00:14,0,0.00%,0.00%,￥0
/review/mamtojipcy.html,4,3,00:00:42,1,100.00%,75.00%,￥0
/review/ochinairingo.html,4,1,00:00:34,1,0.00%,25.00%,￥0
/review/rengedegohan.html,4,2,00:00:26,2,0.00%,25.00%,￥0
/review/saison.html,4,3,00:00:05,3,66.67%,75.00%,￥0
/review/takenaka.html,4,4,00:00:24,4,75.00%,75.00%,￥0
/shows/agapestore10.html,4,4,00:00:11,0,0.00%,25.00%,￥0
/shows/caramel12.html,4,2,00:00:09,2,50.00%,50.00%,￥0
/shows/daisan11.html,4,2,00:05:36,1,0.00%,25.00%,￥0
/shows/edoitoayatsuriza2.html,4,1,00:00:25,0,0.00%,25.00%,￥0
/shows/europe17.html,4,2,00:01:03,2,50.00%,50.00%,￥0
/shows/geijutu16.html,4,2,00:00:35,0,0.00%,25.00%,￥0
/shows/gotandadan51.html,4,2,00:00:48,0,0.00%,0.00%,￥0
/shows/inpara1.html,4,3,00:00:43,3,66.67%,75.00%,￥0
/shows/jien6.html,4,2,00:00:06,0,0.00%,25.00%,￥0
/shows/kara2.html,4,3,00:00:58,3,66.67%,75.00%,￥0
/shows/mingei39.html,4,3,00:00:21,3,66.67%,75.00%,￥0
/shows/nekonohotel3.html,4,1,00:00:21,1,0.00%,25.00%,￥0
/shows/otona12.html,4,2,00:01:19,1,0.00%,50.00%,￥0
/shows/pistaccio8.html,4,1,00:00:12,1,0.00%,25.00%,￥0
/shows/shinkokuritu171.html,4,1,00:00:24,0,0.00%,0.00%,￥0
/shows/shotiku59.html,4,4,00:00:00,4,100.00%,100.00%,￥0
/shows/swimmers1.html,4,3,00:00:31,3,66.67%,75.00%,￥0
/shows/takenaka4.html,4,2,00:05:46,1,0.00%,25.00%,￥0
/shows/tamanine1.html,4,1,00:00:20,1,0.00%,25.00%,￥0
/shows/theplayground1.html,4,2,00:00:38,0,0.00%,0.00%,￥0
/shows/tuka8.html,4,3,00:00:53,3,66.67%,75.00%,￥0
/shows/wits1.html,4,2,00:00:46,0,0.00%,0.00%,￥0
/list/companyindexa.html,3,2,00:00:10,0,0.00%,0.00%,￥0
/list/showindexsu.html,3,1,00:01:16,0,0.00%,0.00%,￥0
/people/pdavid.html,3,2,00:01:50,2,0.00%,33.33%,￥0
/people/pfukumoto.html,3,2,00:00:06,2,50.00%,66.67%,￥0
/people/pharada.html,3,2,00:00:11,2,0.00%,33.33%,￥0
/people/pimaitomo.html,3,3,00:00:00,3,100.00%,100.00%,￥0
/people/pinari.html,3,3,00:00:00,3,100.00%,100.00%,￥0
/people/pkakinokitakewo.html,3,1,00:00:07,0,0.00%,33.33%,￥0
/people/pkikukawa.html,3,1,00:00:11,1,0.00%,33.33%,￥0
/people/pkishidakunio.html,3,3,00:00:07,3,66.67%,66.67%,￥0
/people/pkuranosuke.html,3,1,00:00:22,1,0.00%,33.33%,￥0
/people/pmitani.html,3,2,00:00:36,1,0.00%,66.67%,￥0
/people/pnakayamamari.html,3,2,00:00:21,2,50.00%,33.33%,￥0
/people/pohnishiichiro.html,3,3,00:00:22,3,66.67%,66.67%,￥0
/people/pokurakoji.html,3,2,00:02:32,2,50.00%,66.67%,￥0
/people/psakate.html,3,2,00:04:18,2,50.00%,66.67%,￥0
/people/psakuraitomoya.html,3,1,00:05:31,1,0.00%,33.33%,￥0
/people/pshimizuhiroshi.html,3,1,00:00:27,1,0.00%,33.33%,￥0
/people/pyamaguchisayaka.html,3,2,00:00:12,2,0.00%,33.33%,￥0
/review/crazyboys.html,3,2,00:00:13,2,50.00%,66.67%,￥0
/review/grouptora.html,3,3,00:00:00,3,100.00%,100.00%,￥0
/review/handbstaff.html,3,2,00:00:58,2,50.00%,66.67%,￥0
/review/isshikixozawa.html,3,2,00:01:35,2,50.00%,66.67%,￥0
/review/nicecomplex.html,3,1,00:00:48,1,0.00%,33.33%,￥0
/review/nobato.html,3,2,00:00:34,1,100.00%,33.33%,￥0
/review/shiberiashoujo.html,3,3,00:00:00,3,100.00%,100.00%,￥0
/review/shichirigahama.html,3,2,00:00:21,2,50.00%,66.67%,￥0
/review/sunachi.html,3,1,00:01:09,1,0.00%,33.33%,￥0
/review/tanouepal.html,3,3,00:00:00,3,100.00%,100.00%,￥0
/review/tenkyuu.html,3,2,00:00:19,2,50.00%,66.67%,￥0
/review/tokatsu.html,3,1,00:02:01,1,0.00%,33.33%,￥0
/review/tokyokanden.html,3,3,00:00:17,2,50.00%,66.67%,￥0
/review/tsumekiri.html,3,1,00:01:32,1,0.00%,33.33%,￥0
/review/unkonamazu.html,3,1,00:00:08,1,0.00%,33.33%,￥0
/shows/atelierdankan19.html,3,2,00:00:08,2,50.00%,66.67%,￥0
/shows/atelierdankan25.html,3,1,00:00:53,0,0.00%,33.33%,￥0
/shows/chocoratecake6.html,3,1,00:00:24,1,0.00%,33.33%,￥0
/shows/cocoon96.html,3,2,00:00:23,0,0.00%,0.00%,￥0
/shows/condors25.html,3,2,00:01:20,2,50.00%,66.67%,￥0
/shows/europe6.html,3,1,00:00:46,1,0.00%,33.33%,￥0
/shows/flower3.html,3,1,00:00:10,1,0.00%,33.33%,￥0
/shows/geijutu33.html,3,3,00:00:00,3,100.00%,100.00%,￥0
/shows/gerolist1.html,3,2,00:00:24,2,50.00%,66.67%,￥0
/shows/haibai13.html,3,1,00:00:46,1,0.00%,0.00%,￥0
/shows/himawari2.html,3,2,00:00:43,2,50.00%,66.67%,￥0
/shows/hoshikuzunokai14.html,3,1,00:00:12,1,0.00%,33.33%,￥0
/shows/humanarttheater1.html,3,1,00:00:38,1,0.00%,33.33%,￥0
/shows/hybridhaizi6.html,3,2,00:03:13,0,0.00%,0.00%,￥0
/shows/ichinokai1.html,3,1,00:00:19,0,0.00%,33.33%,￥0
/shows/idebian8.html,3,2,00:00:19,2,50.00%,66.67%,￥0
/shows/isseki7.html,3,3,00:00:37,3,66.67%,66.67%,￥0
/shows/itoayatsuri1.html,3,1,00:00:20,0,0.00%,0.00%,￥0
/shows/kenko2.html,3,1,00:00:07,1,0.00%,33.33%,￥0
/shows/komatuza1.html,3,1,00:00:26,0,0.00%,33.33%,￥0
/shows/kyotozokei1.html,3,2,00:02:23,2,50.00%,66.67%,￥0
/shows/mamtojipcy30.html,3,2,00:00:15,2,50.00%,33.33%,￥0
/shows/microtomacro2.html,3,1,00:00:22,1,0.00%,33.33%,￥0
/shows/mikinokai2.html,3,1,00:00:38,0,0.00%,0.00%,￥0
/shows/mkproduce1.html,3,1,00:00:09,0,0.00%,0.00%,￥0
/shows/nodamap31.html,3,2,00:00:14,1,100.00%,33.33%,￥0
/shows/otona17.html,3,1,00:00:27,1,0.00%,33.33%,￥0
/shows/parco10.html,3,1,00:00:35,0,0.00%,0.00%,￥0
/shows/parco172.html,3,2,00:00:37,2,50.00%,33.33%,￥0
/shows/pistaccio14.html,3,3,00:00:00,3,100.00%,100.00%,￥0
/shows/rainichi84.html,3,3,00:00:00,3,100.00%,100.00%,￥0
/shows/rup5.html,3,1,00:01:42,1,0.00%,33.33%,￥0
/shows/saison9.html,3,1,00:01:42,1,0.00%,33.33%,￥0
/shows/seinendan69.html,3,1,00:00:55,1,0.00%,33.33%,￥0
/shows/seinenza64.html,3,1,00:00:36,1,0.00%,33.33%,￥0
/shows/shanhai24.html,3,1,00:00:10,1,0.00%,33.33%,￥0
/shows/shinkansen4.html,3,1,00:00:12,1,0.00%,33.33%,￥0
/shows/shinkansen50.html,3,1,00:00:09,0,0.00%,0.00%,￥0
/shows/shinkokuritu152.html,3,1,00:01:01,1,0.00%,33.33%,￥0
/shows/shinkokuritu165.html,3,1,00:00:07,1,0.00%,0.00%,￥0
/shows/shinkokuritu179.html,3,3,00:00:18,0,0.00%,33.33%,￥0
/shows/sis31.html,3,1,00:00:56,1,0.00%,33.33%,￥0
/shows/takenaka10.html,3,2,00:00:04,1,100.00%,33.33%,￥0
/shows/tamadakikaku6.html,3,1,00:00:22,0,0.00%,0.00%,￥0
/shows/toho137.html,3,1,00:01:37,0,0.00%,0.00%,￥0
/shows/toho142.html,3,1,00:00:25,0,0.00%,0.00%,￥0
/shows/toho45.html,3,1,00:00:16,1,0.00%,33.33%,￥0
/shows/torinomahku50.html,3,1,00:00:43,0,0.00%,0.00%,￥0
/shows/toyokikaku3.html,3,3,00:00:00,0,0.00%,100.00%,￥0
/shows/umino3.html,3,1,00:01:31,1,0.00%,33.33%,￥0
/shows/yorozuya1.html,3,2,00:00:55,2,50.00%,66.67%,￥0
/shows/yukisya18.html,3,2,00:00:42,2,50.00%,66.67%,￥0
/theater/tcocoon.html,3,3,00:00:06,0,0.00%,66.67%,￥0
/theater/ttokyogeijutu.html,3,2,00:00:18,0,0.00%,0.00%,￥0
/list/companyindexke.html,2,2,00:00:12,0,0.00%,0.00%,￥0
/list/companyindexmi.html,2,2,00:00:20,0,0.00%,0.00%,￥0
/list/companyindexto.html,2,1,00:00:32,0,0.00%,0.00%,￥0
/list/peopleindexmo.html,2,2,00:00:11,0,0.00%,0.00%,￥0
/list/peopleindexshi.html,2,2,00:00:03,0,0.00%,50.00%,￥0
/list/showindexna.html,2,2,00:00:15,1,0.00%,0.00%,￥0
/list/theaterindexshi.html,2,1,00:00:08,0,0.00%,0.00%,￥0
/people/paoi.html,2,1,00:00:26,1,0.00%,0.00%,￥0
/people/paoki.html,2,1,00:00:09,1,0.00%,50.00%,￥0
/people/paraiyuuka.html,2,1,00:00:09,1,0.00%,50.00%,￥0
/people/pfukatsueri.html,2,1,00:00:33,1,0.00%,50.00%,￥0
/people/phanafusamari.html,2,1,00:00:53,1,0.00%,50.00%,￥0
/people/phasegawakoji.html,2,1,00:00:09,1,0.00%,50.00%,￥0
/people/phatazawa.html,2,2,00:00:06,2,50.00%,50.00%,￥0
/people/phiramikijiro.html,2,1,00:00:25,1,0.00%,50.00%,￥0
/people/phosaka.html,2,1,00:00:04,1,0.00%,0.00%,￥0
/people/pichikawa.html,2,1,00:00:18,1,0.00%,50.00%,￥0
/people/pitagaki.html,2,2,00:00:00,2,100.00%,100.00%,￥0
/people/pkara.html,2,1,00:05:17,1,0.00%,50.00%,￥0
/people/pkishida.html,2,1,00:00:05,1,0.00%,50.00%,￥0
/people/pkishidakyoko.html,2,1,00:00:29,0,0.00%,50.00%,￥0
/people/pkogami.html,2,2,00:09:47,2,50.00%,50.00%,￥0
/people/pkubotahiroshi.html,2,2,00:00:00,2,100.00%,100.00%,￥0
/people/pkudokan.html,2,1,00:00:31,1,0.00%,50.00%,￥0
/people/pkuriyama.html,2,1,00:00:43,1,0.00%,50.00%,￥0
/people/pmaeda.html,2,1,00:00:41,1,0.00%,50.00%,￥0
/people/pmiyazawarie.html,2,2,00:00:11,0,0.00%,50.00%,￥0
/people/pninagawa.html,2,1,00:00:21,0,0.00%,50.00%,￥0
/people/pnoda.html,2,1,00:00:08,1,0.00%,50.00%,￥0
/people/pnosaka.html,2,1,00:00:30,1,0.00%,50.00%,￥0
/people/pohhashiyasuhiko.html,2,1,00:00:07,1,0.00%,50.00%,￥0
/people/pohtakeshinobu.html,2,1,00:00:11,1,0.00%,50.00%,￥0
/people/pokadatoshi.html,2,1,00:00:18,1,0.00%,50.00%,￥0
/people/pshinario.html,2,1,00:00:59,0,0.00%,50.00%,￥0
/people/psueki.html,2,2,00:00:00,2,100.00%,100.00%,￥0
/people/puchidachika.html,2,1,00:00:09,1,0.00%,50.00%,￥0
/people/pwadanori.html,2,2,00:00:00,2,100.00%,100.00%,￥0
/review/akasakared.html,2,1,00:00:12,1,0.00%,50.00%,￥0
/review/arakawachomoranma.html,2,1,00:01:03,1,0.00%,50.00%,￥0
/review/atamatokuchi.html,2,1,00:00:10,1,0.00%,50.00%,￥0
/review/batik.html,2,1,00:00:46,1,0.00%,50.00%,￥0
/review/bullhead.html,2,1,00:00:18,0,0.00%,50.00%,￥0
/review/bungakuza.html,2,2,00:00:37,2,50.00%,50.00%,￥0
/review/catp.html,2,2,00:00:00,1,100.00%,100.00%,￥0
/review/ccompany.html,2,1,00:01:47,1,0.00%,50.00%,￥0
/review/fuunkabocha.html,2,2,00:00:00,2,100.00%,100.00%,￥0
/review/hachikire.html,2,1,00:00:11,0,0.00%,0.00%,￥0
/review/ims.html,2,1,00:00:26,0,0.00%,0.00%,￥0
/review/junjunscience.html,2,1,00:01:12,1,0.00%,50.00%,￥0
/review/kanonkomu.html,2,2,00:00:10,2,50.00%,50.00%,￥0
/review/katorikikaku.html,2,1,00:01:48,1,0.00%,50.00%,￥0
/review/kodama.html,2,1,00:00:30,1,0.00%,0.00%,￥0
/review/koteza.html,2,1,00:01:16,1,0.00%,50.00%,￥0
/review/kyushinkukan.html,2,1,00:02:00,1,0.00%,50.00%,￥0
/review/mcr.html,2,1,00:00:14,1,0.00%,50.00%,￥0
/review/michine.html,2,1,00:00:47,1,0.00%,50.00%,￥0
/review/mokutou.html,2,2,00:00:00,2,100.00%,100.00%,￥0
/review/muroshiki.html,2,1,00:00:08,1,0.00%,50.00%,￥0
/review/nakagoo.html,2,2,00:00:03,1,100.00%,50.00%,￥0
/review/nautilus.html,2,2,00:00:00,2,100.00%,100.00%,￥0
/review/ohayou.html,2,1,00:00:35,1,0.00%,50.00%,￥0
/review/ozashikicobra.html,2,2,00:00:00,2,100.00%,100.00%,￥0
/review/paradox.html,2,2,00:00:17,1,100.00%,50.00%,￥0
/review/rafucut.html,2,1,00:00:05,1,0.00%,50.00%,￥0
/review/reqoozoo.html,2,2,00:00:00,2,100.00%,100.00%,￥0
/review/rinkou.html,2,1,00:02:39,0,0.00%,50.00%,￥0
/review/saitamanext.html,2,1,00:00:36,1,0.00%,50.00%,￥0
/review/shanhai.html,2,1,00:00:15,0,0.00%,0.00%,￥0
/review/sis.html,2,1,00:01:08,0,0.00%,0.00%,￥0
/review/suzuchi.html,2,1,00:00:20,1,0.00%,50.00%,￥0
/review/tokyomikan.html,2,1,00:00:17,1,0.00%,50.00%,￥0
/review/zazous.html,2,2,00:00:18,2,50.00%,50.00%,￥0
/review/zinjan.html,2,1,00:00:17,1,0.00%,50.00%,￥0
/seasons/201508.html,2,1,00:00:38,0,0.00%,0.00%,￥0
/shows/20sainokuni1.html,2,2,00:00:00,2,100.00%,100.00%,￥0
/shows/44prod4.html,2,1,00:00:34,1,0.00%,50.00%,￥0
/shows/akyumissing2.html,2,1,00:00:31,0,0.00%,0.00%,￥0
/shows/aoyamaenkei12.html,2,2,00:00:00,2,100.00%,100.00%,￥0
/shows/artshpere3.html,2,1,00:00:23,1,0.00%,50.00%,￥0
/shows/arucompany6.html,2,2,00:00:00,1,100.00%,100.00%,￥0
/shows/atamatokuchi1.html,2,1,00:00:29,0,0.00%,0.00%,￥0
/shows/baaku5.html,2,2,00:00:00,2,100.00%,100.00%,￥0
/shows/birdseyeview8.html,2,1,00:01:11,0,0.00%,50.00%,￥0
/shows/blueshuttle3.html,2,2,00:00:06,1,0.00%,0.00%,￥0
/shows/bokutachi1.html,2,2,00:00:00,0,0.00%,100.00%,￥0
/shows/bungakuza36.html,2,1,00:02:12,1,0.00%,50.00%,￥0
/shows/bungakuza4.html,2,1,00:00:17,1,0.00%,50.00%,￥0
/shows/bungakuza49.html,2,1,00:00:15,1,0.00%,50.00%,￥0
/shows/bungakuza71.html,2,1,00:01:20,1,0.00%,50.00%,￥0
/shows/buriki4.html,2,1,00:00:06,0,0.00%,0.00%,￥0
/shows/capsel6.html,2,2,00:00:00,2,100.00%,100.00%,￥0
/shows/caramel104.html,2,1,00:00:32,0,0.00%,0.00%,￥0
/shows/caramel109.html,2,1,00:00:58,1,0.00%,50.00%,￥0
/shows/caramel28.html,2,1,00:00:20,1,0.00%,50.00%,￥0
/shows/chocoratecake12.html,2,1,00:00:56,1,0.00%,50.00%,￥0
/shows/chojinkizoku1.html,2,1,00:07:22,1,0.00%,50.00%,￥0
/shows/cityboy6.html,2,1,00:02:11,0,0.00%,50.00%,￥0
/shows/dancegamitai9.html,2,1,00:00:18,0,0.00%,0.00%,￥0
/shows/dogadogaplus1.html,2,1,00:00:45,1,0.00%,50.00%,￥0
/shows/ehsneodream1.html,2,1,00:00:26,1,0.00%,50.00%,￥0
/shows/fablabo2.html,2,2,00:00:00,2,100.00%,100.00%,￥0
/shows/gotandadan38.html,2,1,00:00:21,1,0.00%,50.00%,￥0
/shows/GUP2.html,2,1,00:00:55,0,0.00%,0.00%,￥0
/shows/GUP7.html,2,1,00:00:50,0,0.00%,0.00%,￥0
/shows/hachikire3.html,2,1,00:00:33,0,0.00%,0.00%,￥0
/shows/haibai24.html,2,1,00:00:02,1,0.00%,50.00%,￥0
/shows/haisho3.html,2,1,00:00:14,1,0.00%,0.00%,￥0
/shows/headz1.html,2,1,00:06:25,1,0.00%,50.00%,￥0
/shows/hirosaki19.html,2,2,00:00:00,2,100.00%,100.00%,￥0
/shows/hirosaki42.html,2,1,00:00:33,0,0.00%,0.00%,￥0
/shows/hoshikuzunokai10.html,2,1,00:00:19,0,0.00%,0.00%,￥0
/shows/hoshikuzunokai15.html,2,1,00:00:05,0,0.00%,0.00%,￥0
/shows/hybridhaizi3.html,2,1,00:00:09,0,0.00%,0.00%,￥0
/shows/hybridhaizi5.html,2,1,00:00:05,0,0.00%,0.00%,￥0
/shows/idebian4.html,2,1,00:00:20,1,0.00%,50.00%,￥0
/shows/isokawake3.html,2,1,00:00:05,0,0.00%,0.00%,￥0
/shows/karas6.html,2,1,00:08:38,1,0.00%,50.00%,￥0
/shows/kasai2.html,2,1,00:00:29,0,0.00%,0.00%,￥0
/shows/kitty1.html,2,2,00:00:22,0,0.00%,50.00%,￥0
/shows/klinks1.html,2,1,00:00:16,0,0.00%,0.00%,￥0
/shows/knocturn1.html,2,1,00:00:49,1,0.00%,50.00%,￥0
/shows/komatuza2.html,2,1,00:00:37,0,0.00%,0.00%,￥0
/shows/komatuza35.html,2,1,00:00:23,0,0.00%,0.00%,￥0
/shows/komatuza6.html,2,1,00:00:23,0,0.00%,0.00%,￥0
/shows/komatuza73.html,2,1,00:00:24,0,0.00%,0.00%,￥0
